m,v,d,tt,tp,ike,cu,e,lambda,AB,AB_pred
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18866311
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,0.1885693
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,0.1889572
0.5,10,0.08,-2.8640025028760965,-1.36323429992886,3.2188758248682006,0.0,4.605170185988092,-1.6094379124341003,-0.9755336503506908,0.37696365
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18844472
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,0.18841453
0.2,5,0.04,-2.033168829349157,-1.1424513299000985,0.9162907318741551,0.0,4.605170185988092,0.0,-1.6686808309106362,0.18857555
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18851465
0.5,10,0.08,-2.5966877332487495,-1.1387345280740915,3.2188758248682006,0.0,4.605170185988092,-2.3025850929940455,-0.9755336503506908,0.37725005
0.1,10,0.04,-3.1359143041538533,-1.656634347265075,1.6094379124341003,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,0.18858756
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18853186
0.1,20,0.04,-3.802272141469027,-1.618337395621133,2.995732273553991,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.9426999
0.1,5,0.04,-2.9099216171408804,-1.99231017188963,0.22314355131420976,0.0,6.214608098422191,0.0,-0.5700685422425265,0.5658329
0.1,20,0.04,-4.067507908268541,-1.838172062061555,2.995732273553991,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586,0.9434143
0.1,5,0.04,-4.054739307629741,-2.9178827383567474,0.22314355131420976,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,0.5654827
0.2,10,0.08,-3.884407838395173,-2.2491580766111934,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,1.1305953
0.2,10,0.04,-2.997333554920965,-1.39940391707361,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,0.5660247
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.9429321
0.1,20,0.04,-3.802272141469027,-1.618337395621133,2.995732273553991,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.9429377
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.9427856
0.1,20,0.08,-3.8332118250038563,-1.902413973346991,2.995732273553991,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,1.1307507
0.2,5,0.04,-3.5092281258758606,-2.478797349623823,0.9162907318741551,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,0.5648176
0.5,10,0.04,-3.597942459121834,-1.9139542222140475,3.2188758248682006,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,1.8833371
0.2,10,0.04,-4.706096104578052,-2.869416853549776,2.302585092994046,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094,1.8855006
0.5,5,0.04,-3.9424822129128545,-2.8137441056612738,1.8325814637483102,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,1.4135573
0.1,20,0.04,-4.411249493350785,-2.1164707379613947,2.995732273553991,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,1.8886429
0.5,20,0.08,-4.472389074754273,-2.0677975962967894,4.605170185988092,2.302585092994046,6.907755278982137,-1.6094379124341003,1.3270514426433548,3.7700791
0.5,5,0.04,-3.9424822129128545,-2.8137441056612738,1.8325814637483102,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,1.414282
0.5,15,0.08,-3.858482238500116,-1.8165112835708155,4.029806041084529,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,2.828737
0.2,15,0.04,-3.6067466245754143,-1.5870112798725438,3.1135153092103742,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,1.4139961
0.2,20,0.04,-3.39203944387739,-1.1507733278583585,3.6888794541139363,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,1.4130673
0.5,10,0.04,-3.1172221711417007,-1.4566824912419125,3.2188758248682006,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,1.4152704
0.2,20,0.08,-4.611188258313654,-2.262288036229509,3.6888794541139363,1.6094379124341003,6.907755278982137,-1.6094379124341003,1.0393693701915738,2.8261619
0.2,10,0.04,-4.072191757580967,-2.3619105590788605,2.302585092994046,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,2.8234687
0.2,15,0.04,-3.776618368421943,-1.72912275538008,3.1135153092103742,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,2.8232822
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,5.6456556
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,5.6584654
0.5,20,0.08,-4.15664558841948,-1.8279422415998852,4.605170185988092,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,5.6523466
0.5,10,0.04,-4.688551794927142,-2.848140197281134,3.2188758248682006,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.720304
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,5.6508455
0.5,15,0.08,-3.9932330608536892,-1.92502575413959,4.029806041084529,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192,5.6527686
0.5,15,0.08,-3.9932330608536892,-1.92502575413959,4.029806041084529,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192,5.652513
0.2,20,0.04,-3.583438941655939,-1.302865393302289,3.6888794541139363,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,2.826764
0.5,15,0.04,-4.1092551749578545,-2.010214031056133,4.029806041084529,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645,4.718049
0.2,10,0.08,-3.7661925572166064,-2.159975036436319,2.302585092994046,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,0.5648867
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,0.28291756
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483102,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.28292528
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420976,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.28281412
0.2,5,0.04,-2.959207498871619,-1.9884461115799044,0.9162907318741551,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.28285047
0.2,10,0.04,-2.437717766985542,-0.9369323109920202,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.2827049
0.2,10,0.08,-3.7661925572166064,-2.159975036436319,2.302585092994046,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,0.5655299
0.5,10,0.08,-2.7598699498320065,-1.2565019497822223,3.2188758248682006,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,0.5657366
0.5,5,0.04,-2.442537053421491,-1.4708418668438428,1.8325814637483102,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,0.28283927
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,0.2829273
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420976,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.28275853
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,2.8261955
0.2,15,0.04,-3.524043211661001,-1.4972169833196347,3.1135153092103742,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.825945
0.2,10,0.04,-3.7942399697717626,-2.1159727547829346,2.302585092994046,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.8221607
0.5,15,0.04,-3.776618368421943,-1.698990697886413,4.029806041084529,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,2.8339503
0.2,10,0.04,-4.806063128367481,-2.955204722377923,2.302585092994046,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,2.824552
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.827471
0.2,20,0.04,-3.339349978336075,-1.09618324119405,3.6888794541139363,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.829286
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.831732
0.5,15,0.04,-2.697703909048066,-0.673697556738632,4.029806041084529,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.8260295
0.5,20,0.04,-3.172469452054045,-0.8612061335706027,4.605170185988092,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.8235614
0.1,15,0.04,-4.081625789814326,-2.048004892047382,2.4203681286504293,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.8234253
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.0679026
0.2,20,0.04,-4.108037889354104,-1.7506098483831658,3.6888794541139363,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,7.0628324
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.0603323
0.5,15,0.04,-4.260163046917041,-2.146573288990452,4.029806041084529,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.0677323
0.5,15,0.04,-4.260163046917041,-2.146573288990452,4.029806041084529,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.0683813
0.2,15,0.04,-4.294748626566821,-2.1941253847985465,3.1135153092103742,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,7.0699234
0.5,15,0.04,-4.587330267859761,-2.439688572215871,4.029806041084529,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729,7.071062
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.066728
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.0656576
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,5.655341
0.5,15,0.04,-2.8231244089476752,-0.7873963234630617,4.029806041084529,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,5.6494775
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,14.128649
0.5,15,0.04,-4.7239537219780585,-2.5666027235182276,4.029806041084529,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,14.132095
0.2,15,0.04,-5.339139361068292,-3.0708869471547513,3.1135153092103742,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,14.139813
0.5,10,0.04,-4.898199864766467,-3.016261564806484,3.2188758248682006,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,14.141516
0.2,15,0.04,-5.14645501723879,-2.8853364563316255,3.1135153092103742,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.134727
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.127672
0.5,10,0.04,-3.904054835778969,-2.1904714312435876,3.2188758248682006,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,14.099518
0.5,15,0.04,-3.649658740960655,-1.5598290358820845,4.029806041084529,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,14.115313
0.2,20,0.04,-4.958992060944417,-2.524679195172684,3.6888794541139363,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.130865
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.149546
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.145448
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18869825
0.2,10,0.08,-3.884407838395173,-2.2491580766111934,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,1.1296071
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483102,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.28268388
0.5,10,0.08,-2.8640025028760965,-1.36323429992886,3.2188758248682006,0.0,4.605170185988092,-1.6094379124341003,-0.9755336503506908,0.37703797
0.2,5,0.04,-2.316481198186157,-1.3839131983394977,0.9162907318741551,0.0,6.214608098422191,0.0,-0.5700685422425265,0.56517637
0.2,5,0.04,-3.127208636342377,-2.132842318406951,0.9162907318741551,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265,0.5647178
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,0.18869524
0.1,20,0.08,-3.8332118250038563,-1.902413973346991,2.995732273553991,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,1.1310728
0.2,5,0.04,-2.959207498871619,-1.9884461115799044,0.9162907318741551,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,0.2828916
0.5,10,0.08,-2.7598699498320065,-1.2565019497822223,3.2188758248682006,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,0.56585944
0.2,10,0.04,-2.997333554920965,-1.39940391707361,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,0.5660086
0.5,10,0.04,-3.302257433807252,-1.6185997542264867,3.2188758248682006,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,2.8277693
0.2,10,0.04,-3.9170355472516905,-2.23765914691521,2.302585092994046,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,1.4140217
0.1,10,0.04,-3.6581562814710957,-2.0406516905650425,1.6094379124341003,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,0.94203705
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094,1.8864805
0.5,15,0.08,-3.085219440055527,-1.189570352682162,4.029806041084529,1.6094379124341003,6.214608098422191,0.0,0.6339042620834094,1.8875016
0.2,10,0.04,-3.077810384589598,-1.465943812795371,2.302585092994046,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,0.9420467
0.5,5,0.04,-4.083998270167957,-2.905233650746888,1.8325814637483102,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.0393693701915738,2.8263657
0.1,15,0.04,-4.336670932953084,-2.2771512917372356,2.4203681286504293,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,2.827617
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094,1.8866488
0.1,20,0.04,-4.300630996469888,-2.015033028992997,2.995732273553991,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,1.4150208
0.2,20,0.08,-4.29768548624013,-2.056350210456438,3.6888794541139363,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,2.8280466
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,5.6528
0.5,20,0.08,-3.473123121233744,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982137,0.0,1.3270514426433548,3.7734792
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,5.6541934
0.5,15,0.04,-3.9696521182647824,-1.8773173575897015,4.029806041084529,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,5.65038
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.8306708
0.2,15,0.04,-3.6260924660151717,-1.5869135023554282,3.1135153092103742,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,5.644992
0.5,10,0.04,-2.8982426522767337,-1.2365648689265953,3.2188758248682006,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,1.8860737
0.5,20,0.08,-3.473123121233744,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982137,0.0,1.3270514426433548,3.7683547
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,5.6500506
0.5,15,0.04,-2.5549000216085354,-0.5400965341190486,4.029806041084529,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,1.8852082
0.5,20,0.08,-4.472389074754273,-2.0677975962967894,4.605170185988092,2.302585092994046,6.907755278982137,-1.6094379124341003,1.3270514426433548,3.7703583
0.5,20,0.04,-4.147745338949216,-1.790456318697663,4.605170185988092,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.714818
0.2,15,0.04,-5.339139361068292,-3.0708869471547513,3.1135153092103742,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,14.138788
0.5,15,0.04,-4.390058806371146,-2.277892480403674,4.029806041084529,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.711268
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.2188758248682006,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,14.134127
0.2,15,0.04,-4.194385916402327,-2.112130036303369,3.1135153092103742,3.2188758248682006,7.824046010856292,0.0,1.5501949939575645,4.710027
0.2,15,0.04,-4.194385916402327,-2.112130036303369,3.1135153092103742,3.2188758248682006,7.824046010856292,0.0,1.5501949939575645,4.7111278
0.5,20,0.04,-4.3708888902634255,-1.987453236834165,4.605170185988092,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729,7.0673633
0.5,10,0.04,-4.399783356263141,-2.625714739184182,3.2188758248682006,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645,4.72027
0.5,15,0.04,-4.390058806371146,-2.277892480403674,4.029806041084529,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.7114625
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,14.127857
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,7.062583
0.1,15,0.04,-3.6156289923743437,-1.670760277616832,2.4203681286504293,1.6094379124341003,7.824046010856292,0.0,1.0393693701915738,2.822724
0.5,5,0.04,-1.3293848671468107,-0.33269059604587886,1.8325814637483102,0.0,6.214608098422191,0.0,-0.5700685422425265,0.56451803
0.1,10,0.04,-3.6581562814710957,-2.0406516905650425,1.6094379124341003,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,0.94210887
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,14.118907
0.5,20,0.08,-3.632121120295327,-1.3966841485199437,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,11.301442
0.5,15,0.04,-2.8231244089476752,-0.7873963234630617,4.029806041084529,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,5.6537194
0.5,10,0.04,-3.824928298577212,-2.114182065884223,3.2188758248682006,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,7.072342
0.2,20,0.04,-3.339349978336075,-1.09618324119405,3.6888794541139363,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,2.8266609
0.2,10,0.04,-3.695300021916859,-2.0228646302129585,2.302585092994046,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,1.8867149
0.5,20,0.04,-3.3104430183936913,-0.973358561581676,4.605170185988092,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,7.0683823
0.5,10,0.04,-2.8982426522767337,-1.2365648689265953,3.2188758248682006,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,1.8832445
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,1.8847069
0.1,10,0.04,-3.249335032352909,-1.704584105684955,1.6094379124341003,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265,0.5655625
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.8296034
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.94270164
0.2,20,0.04,-4.0085339058089895,-1.6853043528642242,3.6888794541139363,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,2.8284097
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,1.8840268
0.2,10,0.08,-3.379044577021022,-1.923272329032814,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,0.56624866
0.5,20,0.08,-3.6542848093494373,-1.4118337321089889,4.605170185988092,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,2.8319507
0.2,15,0.04,-3.402197881995739,-1.4176611968693906,3.1135153092103742,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,0.9431496
0.1,10,0.04,-3.249335032352909,-1.704584105684955,1.6094379124341003,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265,0.56537074
0.5,15,0.04,-3.6163727633271883,-1.5324583529509193,4.029806041084529,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,5.6570325
0.5,10,0.04,-4.898199864766467,-3.016261564806484,3.2188758248682006,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,14.121378
0.1,15,0.08,-3.8971343929343956,-2.113751452584868,2.4203681286504293,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,0.56699705
0.1,20,0.04,-4.300630996469888,-2.015033028992997,2.995732273553991,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,1.4141965
0.5,10,0.08,-3.061872076058536,-1.4979323165165601,3.2188758248682006,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,0.5654852
0.5,5,0.04,-3.7722610630529876,-2.692550937655286,1.8325814637483102,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586,0.9430301
0.1,5,0.04,-3.7550192566184815,-2.729866454383106,0.22314355131420976,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,0.18871135
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,2.8281312
0.5,20,0.08,-4.15664558841948,-1.8279422415998852,4.605170185988092,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,5.6556134
0.5,20,0.04,-3.7422802308410517,-1.3901578146546134,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,5.6523566
0.5,10,0.04,-4.815891217303744,-2.9433675533481285,3.2188758248682006,3.2188758248682006,8.517193191416238,-1.6094379124341003,1.955660102065729,7.0674148
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,5.6492724
